;ISBN 13;Book title;Author;Nº of pages;Publication date;Rating;Nº of ratings;Nº of reviews
1776;9780099273844;An Imaginary Life;David Malouf;156;1999-02-05;3,88;1552;144
1777;9780099273868;The Great World;David Malouf;336;1999-05-20;3,88;539;33
1778;9780099474548;A Very Long Engagement;Sébastien Japrisot;320;2005-01-06;3,91;79;16
1779;9780679776819;Birdsong;Sebastian Faulks;483;1997-06-02;4,09;57513;2306
1780;9780811201322;The Collected Poems of Wilfred Owen;Wilfred Owen;192;1965-01-17;4,34;3151;106
1781;9780449001967;Murder in Foggy Bottom (Capital Crimes  #17);Margaret Truman;368;2002-01-29;3,71;688;46
1782;9780307265432;The Road;Cormac McCarthy;241;2006-09-26;3,97;606433;34301
1783;9780415253895;The Road to Serfdom;Friedrich A. Hayek;272;2006-03-09;4,18;258;23
1784;9780786940752;Road of the Patriarch (Forgotten Realms: The Sellswords  #3);R.A. Salvatore;346;2006-12-20;4,19;6274;78
1785;9781566917667;Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways;Jamie Jensen;964;2006-03-31;3,96;448;21
1786;9780064410342;Howl's Moving Castle (Howl's Moving Castle  #1);Diana Wynne Jones;329;2001-08-01;4,29;161582;9026
1787;9780872863101;Howl and Other Poems;Allen Ginsberg;56;2001-01-01;4,13;85143;1284
1788;9780425183311;When Rabbit Howls;Truddi Chase;400;2002-02-05;4,04;262;32
1789;9781421500492;The Art of Howl's Moving Castle;Hayao Miyazaki;256;2005-07-01;4,51;2874;76
1790;9780061137457;Howl: Original Draft Facsimile  Transcript & Variant Versions  Fully Annotated by Author  with Contemporaneous Correspondence;Allen Ginsberg;208;2006-10-10;4,22;180;28
1791;9781933615097;The Best of America's Test Kitchen 2007: The Year's Best Recipes  Equipment Reviews  and Tastings;America's Test Kitchen;312;2006-09-01;4,35;193;7
1792;9780142403884;Charlie and the Chocolate Factory (Charlie Bucket  #1);Roald Dahl;176;2005-06-02;4,13;558799;7239
1793;9780140311259;Charlie and the Chocolate Factory: A Play;Richard R. George;89;1979-09-27;4,33;2760;47
1794;9780142404201;Charlie and the Chocolate Factory (Abridged);Roald Dahl;40;2005-06-02;3,86;12;2
1795;9780307264909;Collected Stories;Roald Dahl;850;2006-10-17;4,39;346;43
1796;9780670036653;Roald Dahl Treasury;Roald Dahl;448;2003-09-15;4,43;2143;65
1797;9780142302279;Dirty Beasts;Roald Dahl;32;2002-10-14;4,01;4075;121
1798;9781400078776;Never Let Me Go;Kazuo Ishiguro;288;2010-08-31;3,82;380646;22957
1799;9780676977110;Never Let Me Go;Kazuo Ishiguro;288;2006-01-31;3,82;1177;163
1800;9781415916292;Never Let Me Go;Kazuo Ishiguro;10;2005-04-12;3,82;323;120
1801;9780967967578;Homeric Moments: Clues to Delight in Reading the Odyssey and the Iliad;Eva Brann;326;2002-09-01;4,3;118;13
1802;9780226071367;Paradoxes of Education in a Republic;Eva Brann;178;1989-08-15;4,28;29;3
1803;9781589880085;The Music of the Republic: Essays on Socrates' Conversations and Plato's Writings;Eva Brann;378;2004-03-01;4,58;20;2
1804;9781589880191;Open Secrets / Inward Prospects: Reflections on World and Soul;Eva Brann;435;2004-10-01;4,42;10;1
1805;9780941051699;Phaedo;Plato;118;1998-09-01;4,04;94;12
1806;9781589880290;Rocky Stories: Tales of Love  Hope  and Happiness at America's Most Famous Steps;Michael Vitez;144;2006-11-01;4,16;31;4
1807;9780061134234;My Heart May Be Broken  but My Hair Still Looks Great (Domestic Equalizers #2);Dixie Cash;336;2006-08-29;3,88;1226;120
1808;9780060595364;Since You're Leaving Anyway  Take Out the Trash (Domestic Equalizers #1);Dixie Cash;384;2004-08-31;3,81;1614;167
1809;9780385504218;The Da Vinci Code (Robert Langdon  #2);Dan Brown;522;2003-03-18;3,84;2780;334
1810;9780451206701;Blessings from the Other Side: Wisdom and Comfort from the Afterlife for This Life;Sylvia Browne;208;2002-10-01;3,98;37;2
1811;9781401903091;Mother God: The Feminine Principle to Our Creator;Sylvia Browne;128;2004-02-01;4,05;469;30
1812;9780060598808;Thanksgiving;Janet Evanovich;228;2006-10-31;3,6;10637;474
1813;9780312306342;Plum Lovin' (Stephanie Plum  #12.5);Janet Evanovich;164;2007-01-09;3,72;47315;1446
1814;9780312966973;Four to Score (Stephanie Plum  #4);Janet Evanovich;313;1999-06-15;4,17;117541;2502
1815;9780312980146;Seven Up (Stephanie Plum  #7);Janet Evanovich;337;2002-06-17;4,16;103618;1820
1816;9780312983864;Hard Eight (Stephanie Plum  #8);Janet Evanovich;326;2003-06-16;4,17;101730;1878
1817;9780060584030;Motor Mouth (Alex Barnaby #2);Janet Evanovich;312;2006-10-03;3,68;22251;671
1818;9780316919890;A Supposedly Fun Thing I'll Never Do Again: Essays and Arguments;David Foster Wallace;353;1997-02-01;4,25;722;110
1819;9780140436587;Ivanhoe;Walter Scott;541;2000-03-30;3,75;73757;1571
1820;9781587172489;Ivanhoe;Marianna Mayer;56;2004-10-07;3,96;178;22
1821;9780425132647;Me and Jezebel: When Bette Davis Came for Dinner -- And Stayed ... And Stayed ... And Stayed ... And ...;Elizabeth L. Fuller;244;1992-05-01;3,73;30;5
1822;9781596980204;George Washington and Benedict Arnold: A Tale of Two Patriots;Dave R. Palmer;424;2006-08-01;4,27;242;37
1823;9781400032532;His Excellency: George Washington;Joseph J. Ellis;320;2005-11-08;3,92;32978;1112
1824;9781557091031;George Washington's Rules of Civility & Decent Behavior in Company and Conversation (Little Books of Wisdom);George Washington;30;1989-08-01;4,08;835;113
1825;9780978605261;George Washington's Sacred Fire;Peter A. Lillback;1200;2011-05-31;4,18;694;63
1826;9780192836014;Waverley;Walter Scott;463;1998-08-20;3,43;69;8
1827;9780192831873;The Antiquary;Walter Scott;528;2002-05-23;3,83;354;37
1828;9780375760600;Rob Roy;Walter Scott;576;2002-07-09;3,7;26;1
1829;9781573229623;Prozac Nation;Elizabeth Wurtzel;384;2002-04-02;3,59;895;78
1830;9780571202119;Girl  Interrupted: Screenplay based on the book;James Mangold;167;2000-02-21;4,02;253;15
1831;9780312010447;How to Write a Damn Good Novel: A Step-by-Step No Nonsense Guide to Dramatic Storytelling;James N. Frey;192;1987-12-15;3,86;2152;155
1832;9780399153938;Book of the Dead (Kay Scarpetta  #15);Patricia Cornwell;511;2007-11-01;3,65;23107;1295
1833;9780399153624;At Risk (Winston Garano  #1);Patricia Cornwell;212;2006-05-23;3,41;422;47
1834;9780425210277;Predator (Kay Scarpetta  #14);Patricia Cornwell;453;2006-10-01;3,68;23630;842
1835;9780425204207;Trace (Kay Scarpetta  #13);Patricia Cornwell;401;2005-06-28;3,78;25822;729
1836;9780743477154;Postmortem (Kay Scarpetta  #1);Patricia Daniels Cornwell;342;2003-12-30;4,02;193117;2123
1837;9780765191120;Three Complete Novels: Postmortem / Body Of Evidence / All That Remains (Kay Scarpetta  #1  #2  #3);Patricia Cornwell;822;1997-10-01;4,29;476;16
1838;9780425204696;From Potter's Field (Kay Scarpetta  #6);Patricia Cornwell;383;2005-08-30;4,04;46084;614
1839;9780425201442;The Body Farm (Kay Scarpetta  #5);Patricia Cornwell;351;2004-12-28;4,05;57415;920
1840;9780143058328;Trace (Kay Scarpetta  #13);Patricia Cornwell;11;2005-08-04;3,78;46;8
1841;9780425213384;Cause of Death (Kay Scarpetta  #7);Patricia Cornwell;356;2007-01-02;3,93;38823;625
1842;9780060791216;The Patricia Cornwell CD Audio Treasury: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4);Patricia Cornwell;0;2005-07-26;4,16;202;1
1843;9780425214763;At Risk (Winston Garano  #1);Patricia Cornwell;289;2007-04-03;3,41;10084;598
1844;9780743255813;The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta  #3  #4);Patricia Cornwell;672;2003-11-11;4,16;30;2
1845;9780345487018;In the Dark of the Night;John Saul;324;2006-07-18;3,88;4278;178
1846;9780345467324;Perfect Nightmare;John Saul;384;2006-04-25;3,89;3721;236
1847;9780743470797;  said the shotgun to the head.;Saul Williams;192;2003-09-01;4,22;2762;214
1848;9783865211392;Early Color;Saul Leiter;156;2006-01-15;4,73;144;8
1849;9780142437292;Herzog;Saul Bellow;371;2003-02-25;3,78;16550;813
1850;9780449006535;Midnight Voices;John Saul;384;2003-03-04;3,75;2756;142
1851;9780345490643;The Manhattan Hunt Club;John Saul;384;2006-03-28;3,98;4889;221
1852;9780553560275;Shadows;John Saul;393;1993-05-01;3,93;10824;185
1853;9780449002414;The Presence;John Saul;432;1998-04-29;3,76;2699;90
1854;9780553284119;Creature;John Saul;416;1997-01-01;3,84;10047;152
1855;9780449227947;Asylum (Blackstone Chronicles  #6);John Saul;97;1997-06-03;4,1;932;24
1856;9780440182931;Suffer the Children;John Saul;378;1989-07-01;3,91;28001;301
1857;9780446610223;The Big Bad Wolf  (Alex Cross  #9);James Patterson;400;2004-10-01;3,99;42096;945
1858;9780505521798;Big Bad Wolf;Linda Jones;359;1997-02-27;3,8;123;6
1859;9780307345974;Why Do Men Fall Asleep After Sex? More Questions You'd Only Ask a Doctor After Your Third Whiskey Sour;Mark Leyner;263;2006-08-01;3,55;1166;112
1860;9780802138255;Four Blondes;Candace Bushnell;256;2001-06-08;2,82;23409;877
1861;9780786887071;Lipstick Jungle;Candace Bushnell;496;2006-08-08;3,41;37514;780
1862;9780786893966;Lipstick Jungle;Candace Bushnell;532;2007-04-01;3,41;422;48
1863;9781402718618;The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method;Allen Carr;224;2004-09-23;4,3;3510;510
1864;9780671631987;Teach Your Child to Read in 100 Easy Lessons;Siegfried Engelmann;395;1986-06-15;4,17;2207;271
1865;9781401302429;It's Not Easy Being Green: And Other Things to Consider;Jim Henson;197;2005-09-14;4,2;1409;168
1866;9781416510871;"Playing Easy to Get (B.A.D. Agency #1.5; Vikings Underground #3; Immortals After Dark #1)";Sherrilyn Kenyon;352;2006-02-07;4,13;12509;340
1867;9780143037231;The Big Over Easy (Nursery Crime  #1);Jasper Fforde;383;2006-07-25;3,94;27137;1885
1868;9780062510266;The Enneagram Made Easy: Discover the 9 Types of People;Renee Baron;161;1994-03-11;3,82;1844;171
1869;9781586857721;It's Easy Being Green: A Handbook for Earth-Friendly Living;Crissy Trask;168;2006-01-23;3,55;330;48
1870;9780452284487;Le Divorce;Diane Johnson;320;2003-07-01;2,88;3602;295
1871;9780006281146;Divine Conspiracy: Rediscovering Our Hidden Life in God;Dallas Willard;384;1998-10-05;4,22;52;2
1872;9780451208637;The Divine Comedy;Dante Alighieri;895;2003-05-27;4,07;3127;205
1873;9780679433132;The Divine Comedy;Dante Alighieri;798;1995-08-01;4,07;86527;2004
1874;9781414309354;Divine;Karen Kingsbury;355;2007-05-17;4,28;9043;424
1875;9780141009056;When the Emperor Was Divine;Julie Otsuka;160;2004-01-12;3,73;180;27
1876;9780786932726;Complete Divine (Dungeons & Dragons Edition 3.5);David Noonan;191;2004-05-01;3,64;803;8
1877;9780883682791;A Divine Revelation of Hell;Mary K. Baxter;208;1993-01-01;4,18;1164;154
1878;9780141311401;Boy: Tales of Childhood (Roald Dahl's Autobiography  #1);Roald Dahl;176;2001-04-05;4,1;45253;1934
1879;9780142302453;The Enormous Crocodile;Roald Dahl;32;2003-03-24;3,78;13986;525
1880;9780141311296;The Magic Finger;Roald Dahl;67;2001-04-05;3,68;23558;1092
1881;9780375814235;The Wonderful Story of Henry Sugar and Six More;Roald Dahl;240;2001-09-11;4,14;15116;663
1882;9781593074968;The Gremlins;Roald Dahl;56;2006-09-26;3,44;511;65
1883;9780141311425;Going Solo (Roald Dahl's Autobiography  #2);Roald Dahl;209;2001-04-05;4,08;17327;992
1884;9780882896458;Gumbo Ya-Ya: A Collection of Louisiana Folk Tales;Lyle Saxon;640;1987-05-31;4,04;307;23
1885;9780375814242;James and the Giant Peach;Roald Dahl;146;2002-09-10;4,01;328542;4733
1886;9780375814259;Danny the Champion of the World;Roald Dahl;224;2002-02-12;4,09;46753;1672
1887;9780140055771;My Uncle Oswald;Roald Dahl;208;1986-05-01;3,89;8170;620
1888;9780375822070;Fantastic Mr. Fox;Roald Dahl;96;2002-06-11;4,05;83723;2503
1889;9780140568196;The Giraffe and the Pelly and Me;Roald Dahl;32;2001-11-29;3,82;17232;713
1890;9781577314806;The Power of Now: A Guide to Spiritual Enlightenment;Eckhart Tolle;229;2004-08-19;4,13;159883;7012
1891;9781587671562;Wild Things: Four Tales;Douglas Clegg;97;2006-10-01;3,58;67;8
1892;9780743440172;Wild Things (Prowlers Book 1);Christopher Golden;311;2003-04-07;4,03;7;0
1893;9780316925280;A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments;David Foster Wallace;353;1998-02-02;4,25;27674;2030
1894;9780316010764;Oblivion;David Foster Wallace;329;2005-08-30;4,07;10633;701
1895;9780316156110;Consider the Lobster and Other Essays;David Foster Wallace;343;2005-12-13;4,23;32876;2406
1896;9780349111889;Brief Interviews with Hideous Men;David Foster Wallace;273;2000-04-01;3,86;18335;1155
1897;9781580402514;Diabetes Meal Planning Made Easy;Hope S. Warshaw;301;2006-10-15;3,42;33;4
1898;9780071428484;Easy French Reader;R. de Roussy de Sales;228;2003-09-17;3,85;297;33
1899;9780764119729;Algebra the Easy Way;Douglas Downing;392;2003-01-01;4,06;23;2
1900;9780684857084;Easy Riders  Raging Bulls;Peter Biskind;512;1999-04-04;4,12;5305;341
1901;9780340822784;Cloud Atlas;David Mitchell;529;2005-02-21;4,02;6985;957
1902;9780385336956;The Cloud Atlas;Liam Callanan;368;2004-08-01;3,38;1748;260
1903;9780345476630;Easy Labor: Every Woman's Guide to Choosing Less Pain and More Joy During Childbirth;William Camann;311;2006-01-31;3,45;234;77
1904;9780452276963;The McDougall Quick and Easy Cookbook;John A. McDougall;336;1999-04-01;4,01;308;20
1905;9780764134289;American Sign Language The Easy Way;David A. Stewart;480;2006-11-01;3,75;34;6
1906;9780375724503;Ghostwritten;David Mitchell;426;2001-10-09;4,05;20880;1728
1907;9780748702558;Romeo & Juliet;William Shakespeare;288;1993-01-01;3,74;179;4
1908;9780743484183;Easy Prey (Lucas Davenport  #11);John Sandford;480;2004-06-01;4,08;11676;341
1909;9780451212924;Mayada  Daughter of Iraq: One Woman's Survival Under Saddam Hussein;Jean Sasson;368;2004-09-07;4,0;4208;298
1910;9780312966096;Three to Get Deadly (Stephanie Plum  #3);Janet Evanovich;321;1998-07-15;4,15;125114;2883
1911;9780060598877;Smitten (Elsie Hawkins #2);Janet Evanovich;234;2006-07-25;3,67;11968;387
1912;9780060598822;Manhunt;Janet Evanovich;219;2005-11-29;3,7;12152;449
1913;9780743216395;Three Plums In One (Stephanie Plum  #1-3);Janet Evanovich;1016;2001-04-26;4,31;2983;168
1914;9780312976279;Hot Six (Stephanie Plum  #6);Janet Evanovich;336;2001-06-15;4,19;108961;2082
1915;9780385494243;Amsterdam;Ian McEwan;208;1999-11-02;3,43;35998;2445
1916;9781400016082;Fodor's Amsterdam (Fodor's Gold Guides);Fodor's Travel Publications Inc.;288;2004-04-06;3,43;6;0
1917;9780385497527;The Child in Time;Ian McEwan;263;1999-11-02;3,58;8285;543
1918;9780099481249;Enduring Love;Ian McEwan;245;2004-10-28;3,63;30776;1515
1919;9780385494328;Black Dogs;Ian McEwan;149;1998-12-29;3,44;7938;490
1920;9780679749844;The Comfort of Strangers;Ian McEwan;128;1994-11-01;3,41;11116;836
1921;9780373836932;And the Envelope  Please...: Ever After / An Affair To Remember / It Happened One Night;Barbara Bretton;279;2006-02-07;3,57;7;1
1922;9788497935883;Las rubias de 5th Avenue;Plum Sykes;304;2005-02-28;3,28;5;0
1923;9780307275639;Tuesdays with Morrie;Mitch Albom;192;2007-06-29;4,1;5541;498
1924;9780785930730;La Dernière Leçon;Mitch Albom;209;2001-01-01;4,1;3;1
1925;9780974412184;My Sister's Keeper;Mavis Applewater;252;2004-03-09;3,86;89;2
1926;9781890208288;My Sister's Keeper (Gillian Adams  #2);Nora Kelly;228;2000-02-01;3,7;22;2
1927;9780472080526;Their Sisters' Keepers: Women's Prison Reform in America  1830-1930;Estelle B. Freedman;272;1984-04-04;4,27;22;2
1928;9780761316435;Baby's Alphabet;Jean Marzollo;32;2002-08-01;3,75;4;0
1929;9780060898717;Welcome to the Monkey House;Kurt Vonnegut Jr.;9;2006-05-23;4,15;61;11
1930;9781580087940;What Color Is Your Parachute? A Practical Manual for Job-Hunters and Career-Changers;Richard Nelson Bolles;382;2006-09-01;3,7;4171;161
1931;9781401911836;You Can Have What You Want: Proven Strategies for Inner and Outer Success;Michael Neill;240;2006-10-15;4,14;21;1
1932;9780552995870;Like Water for Chocolate;Laura Esquivel;222;1993-09-16;3,95;283199;4997
1933;9780739334195;Like Water for Chocolate;Laura Esquivel;0;2006-05-02;3,95;121;33
1934;9780785731238;Como agua para chocolate;Laura Esquivel;248;1994-06-01;3,95;11;2
1935;9780679736882;The Radicalism of the American Revolution;Gordon S. Wood;447;1993-03-02;4,06;4246;195
1936;9780141439587;Emma;Jane Austen;474;2003-05-06;4,0;549271;11117
1937;9780425212592;Prince of Ice (Tale of the Demon World  #3);Emma Holly;294;2006-11-07;3,99;1335;59
1938;9780805242164;Emma Lazarus;Esther Schor;368;2006-09-05;3,88;30;7
1939;9780425205037;Strange Attractions;Emma Holly;312;2005-11-01;3,68;1221;66
1940;9780143036692;The Mermaid Chair;Sue Monk Kidd;368;2006-03-07;3,13;68363;5816
1941;9780061144905;The Dance of the Dissident Daughter: A Woman's Journey from Christian Tradition to the Sacred Feminine;Sue Monk Kidd;253;1996-12-26;3,95;572;70
1942;9780061144899;When the Heart Waits: Spiritual Direction for Life's Sacred Questions;Sue Monk Kidd;240;2016-10-11;4,13;2366;231
1943;9781594710643;With Open Hands;Henri J.M. Nouwen;125;2006-04-01;4,3;782;76
1944;9780393062687;Saxons  Vikings  and Celts: The Genetic Roots of Britain and Ireland;Bryan Sykes;320;2006-12-17;3,86;1033;171
1945;9780743482714;Yeah  I Said It;Wanda Sykes;247;2005-09-13;3,71;458;66
1946;9780552152181;The Seven Daughters Of Eve;Bryan Sykes;368;2002-07-01;3,98;153;14
1947;9780312148232;Dumbing Down Our Kids: Why American Children Feel Good About Themselves But Can't Read  Write or Add;Charles J. Sykes;352;1996-09-15;3,71;169;29
1948;9780007177844;If I Don't Write It Nobody Else Will: An Autobiography;Eric Sykes;512;2006-05-01;3,88;25;2
1949;9781411400429;Hamlet;William Shakespeare;352;2003-07-03;4,02;9;2
1950;9780764587252;William Shakespeare's A Midsummer Night's Dream (Cliffs Complete);CliffsNotes;192;2001-04-29;3,89;38;3
1951;9780451526960;A Midsummer Night's Dream;William Shakespeare;162;1998-05-01;3,94;2167;101
1952;9781932219241;A Midsummer Night's Dream;William Shakespeare;3;2005-05-03;3,94;62;6
1953;9780198321507;A Midsummer Night's Dream;William Shakespeare;102;2005-07-28;3,94;126;7
1954;9780198320210;A Midsummer Night's Dream;William Shakespeare;99;2002-08-15;3,94;14;3
1955;9780439405621;The Burning (Guardians of Ga'Hoole  #6);Kathryn Lasky;224;2004-11-01;4,08;9175;157
1956;9780439405607;The Siege (Guardians of Ga'Hoole  #4);Kathryn Lasky;203;2004-05-01;4,1;9256;196
1957;9781400075706;In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6);Alexander McCall Smith;256;2006-03-14;4,08;1070;73
1958;9781400031368;Morality for Beautiful Girls (No. 1 Ladies' Detective Agency #3);Alexander McCall Smith;227;2002-11-12;3,98;33028;1493
1959;9781419311741;In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency  #6);Alexander McCall Smith;10;2005-03-02;4,08;133;23
1960;9780375422188;The Full Cupboard of Life (No. 1 Ladies' Detective Agency  #5);Alexander McCall Smith;198;2004-04-20;4,02;480;28
1961;9780394735306;The Tale of Genji;Murasaki Shikibu;1090;1978-07-12;3,72;317;55
1962;9781595820631;The Tale of Genji;Yoshitaka Amano;81;2006-08-08;4,05;475;37
1963;9784770027726;The Tale of Genji: Scenes from the World's First Novel (Illustrated Japanese Classics);Murasaki Shikibu;238;2001-10-26;3,74;46;5
1964;9780375422720;Blue Shoes and Happiness (No. 1 Ladies' Detective Agency  #7);Alexander McCall Smith;227;2006-04-18;4,06;386;37
1965;9780375422713;In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency #6);Alexander McCall Smith;233;2005-04-19;4,08;22026;912
1966;9783485009027;Ein Gentleman für Mma Ramotswe (No. 1 Ladies' Detective Agency  #2);Alexander McCall Smith;238;2002-02-01;3,96;11;3
